ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
5376,1979,Graduation,Married,2447.0,1,0,06-01-2013,42,87.43,48.17200450230074,83.68,61.17,41.32103187361219,15,0,28,0,1,0,0,0,0,0,0,3,11,0
1993,1949,PhD,Married,58607.0,0,1,23-12-2012,63,145.08,52.09246373215127,128.94,90.66,62.45413835787336,3,2,3,9,8,0,1,0,0,0,0,3,11,0
4047,1954,PhD,Married,65324.0,0,1,11-01-2014,0,121.46,49.68075039400203,115.5,89.35,58.16314646960623,3,6,2,9,4,0,0,0,0,0,0,3,11,0
1409,1951,Graduation,Together,40689.0,0,1,18-03-2013,69,113.92,48.57799200150926,120.81,73.71,51.32317455217416,7,7,1,5,8,0,0,0,0,0,0,3,11,0
7892,1969,Graduation,Single,18589.0,0,0,02-01-2013,89,105.24,35.49929364738652,80.36,47.89,33.82241682210611,2,2,1,3,7,0,0,0,0,0,0,3,11,0
2404,1976,Graduation,Married,53359.0,1,1,27-05-2013,4,127.91,47.14764874443921,114.47,95.51,50.84204928038906,4,5,1,4,7,0,0,0,0,0,0,3,11,0
5255,1986,Graduation,Single,,1,0,20-02-2013,19,,,,,,0,27,0,0,1,0,0,0,0,0,0,3,11,0
9422,1989,Graduation,Married,38360.0,1,0,31-05-2013,26,107.49,37.92410120074726,94.58,66.04,53.0350170872611,2,2,1,4,3,0,0,0,0,0,0,3,11,0
1966,1965,PhD,Married,84618.0,0,0,22-11-2013,96,151.63,50.89534764193526,122.6,99.23,58.89291631457801,1,6,9,10,2,0,0,1,0,0,0,3,11,0
6864,1989,Master,Divorced,10979.0,0,0,22-05-2014,34,55.19,30.56625230635016,46.33,32.67,23.98595536253958,2,3,0,3,5,0,0,0,0,0,0,3,11,0
3033,1963,Master,Together,38620.0,0,0,11-05-2013,56,108.78,48.10529964653934,101.85,78.34,37.624260852757565,1,2,5,3,3,0,0,0,0,0,0,3,11,0
5710,1970,Graduation,Together,40548.0,0,1,10-10-2012,31,136.46,51.29701748626563,108.88,61.19,44.98732574923514,2,2,1,4,5,0,1,0,0,0,0,3,11,0
7373,1952,PhD,Divorced,46610.0,0,2,29-10-2012,8,91.64,31.129307778349464,110.43,63.1,55.30766542888004,6,4,1,6,6,0,0,0,0,0,0,3,11,1
8755,1946,Master,Married,68657.0,0,0,20-02-2013,4,129.93,52.13743302236223,92.28,70.08,34.94552266545793,1,3,5,9,7,0,0,0,0,0,0,3,11,0
10738,1951,Master,Single,49389.0,1,1,29-08-2013,55,145.32,37.12246319337192,117.03,95.03,53.42594285423338,1,2,0,3,7,0,0,0,0,0,0,3,11,0
4339,1970,PhD,Married,67353.0,0,1,31-12-2013,37,153.92,62.07991342128875,118.75,85.7,66.13581002723457,5,5,6,12,2,0,0,0,0,0,0,3,11,0
10755,1976,2n Cycle,Married,23718.0,1,0,02-09-2013,76,71.81,29.00444213452314,79.04,66.26,50.07985233561738,3,3,1,2,7,0,0,0,0,0,0,3,11,0
8595,1973,Graduation,Widow,42429.0,0,1,11-02-2014,99,121.73,33.21088137752196,98.84,68.29,44.36816257859878,2,1,1,3,5,0,0,0,0,0,0,3,11,0
2968,1943,PhD,Divorced,48948.0,0,0,01-02-2013,53,95.14,20.00126015958664,76.56,63.58,33.46340886972243,2,7,10,5,6,1,0,0,0,0,0,3,11,1
8601,1980,Graduation,Married,80011.0,0,1,29-04-2013,3,135.09,47.8154834410123,106.23,80.62,51.681819055077405,2,8,6,5,4,0,0,0,0,0,0,3,11,0
503,1985,Master,Married,20559.0,1,0,12-03-2013,88,101.26,56.7970519018092,103.99,79.01,53.56023128825438,2,2,0,3,8,0,0,0,0,0,0,3,11,0
8430,1957,Graduation,Together,21994.0,0,1,24-12-2012,4,78.33,39.13173100683285,81.2,56.75,35.268741622280345,1,0,0,3,5,0,0,0,0,0,0,3,11,0
7281,1959,PhD,Single,,0,0,05-11-2013,80,,,,,,1,1,3,4,2,0,0,0,0,0,0,3,11,0
2139,1975,Master,Married,7500.0,1,0,02-10-2013,19,86.81,48.46417465945213,79.0,49.23,51.14882498334999,3,2,0,3,5,0,0,0,0,0,0,3,11,0
1371,1976,Graduation,Single,79941.0,0,0,28-06-2014,72,168.15,50.71230990178594,105.6,73.16,46.731863454621866,1,2,4,9,1,0,0,0,0,0,0,3,11,0
9909,1996,2n Cycle,Married,7500.0,0,0,09-11-2012,24,48.35,21.81106148767444,53.83,47.21,30.04556625235436,3,3,1,3,9,0,0,0,0,0,0,3,11,1
7286,1968,Graduation,Together,41728.0,1,0,24-05-2013,92,130.2,46.950072282164726,107.86,87.75,49.34505745911132,1,2,0,2,10,0,0,0,0,0,0,3,11,0
7244,1951,Graduation,Single,,2,1,01-01-2014,96,,,,,,3,2,1,4,6,0,0,0,0,0,0,3,11,0
6566,1954,PhD,Married,72550.0,1,1,08-11-2012,39,150.97,43.44647011856371,142.54,108.46,82.08402097678945,9,5,2,12,8,0,0,0,0,0,0,3,11,0
8614,1957,Graduation,Widow,65486.0,0,1,12-05-2014,29,149.69,44.43507743542008,110.39,65.39,34.50947514542032,1,4,2,10,2,0,0,0,0,0,0,3,11,0
4114,1964,Master,Married,79143.0,0,0,11-08-2012,2,134.98,45.38404283797252,100.54,70.46,35.50451255735943,1,6,9,13,3,0,0,0,0,0,0,3,11,0
1331,1977,Graduation,Single,35790.0,1,0,02-01-2013,54,112.7,31.72648923947123,83.17,69.02,53.668341281437165,2,2,0,3,7,0,0,0,0,0,0,3,11,0
2225,1977,Graduation,Divorced,82582.0,0,0,07-06-2014,54,123.83,40.2509230095544,74.23,49.82,31.73027774232536,1,4,9,7,1,1,0,0,1,0,0,3,11,1
9381,1978,Graduation,Married,66373.0,1,1,12-06-2013,57,159.34,47.55327272669405,131.19,102.77,70.01683676909911,7,4,2,10,3,0,0,0,0,0,0,3,11,0
6260,1955,Master,Together,82384.0,0,0,19-11-2012,55,146.8,52.09395393005542,115.08,81.77,43.9920238033877,1,3,10,13,1,0,0,1,0,0,0,3,11,1
10383,1966,Graduation,Divorced,70287.0,0,0,02-04-2013,30,103.98,21.646540989631696,80.78,52.26,32.49574232828116,1,5,5,10,3,0,0,0,0,0,0,3,11,1
7437,1988,Graduation,Single,27938.0,1,0,28-04-2014,31,116.27,35.20719451106852,85.69,54.82,43.54758830377466,1,1,0,4,3,0,0,0,0,0,0,3,11,0
8557,1982,Graduation,Single,,1,0,17-06-2013,57,,,,,,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8375,1968,PhD,Married,55954.0,0,1,03-03-2014,63,144.56,50.87532969371016,123.11,100.24,75.01390130713565,3,8,2,6,7,0,0,0,0,0,0,3,11,0
6853,1982,Master,Single,75777.0,0,0,04-07-2013,12,134.76,41.865086906871184,91.27,61.19,38.201109643332295,1,3,6,11,1,0,1,1,0,0,0,3,11,1
3076,1975,Graduation,Together,66653.0,1,1,07-09-2012,18,142.3,54.66353930415751,129.54,93.59,73.87423209634441,4,4,2,12,3,0,0,0,0,0,0,3,11,0
1012,1952,Graduation,Single,61823.0,0,1,18-02-2013,26,165.16,38.765116396676966,108.21,54.21,41.60858451123718,4,8,2,10,7,0,0,0,0,0,0,3,11,0
6518,1951,PhD,Widow,67680.0,0,1,11-06-2013,8,146.28,42.56815813345314,108.8,75.27,47.36742908371848,1,7,3,8,5,0,0,0,0,0,0,3,11,0
4137,1948,Graduation,Together,70666.0,0,0,06-12-2013,29,134.13,37.79012125118976,102.66,67.46,36.79290705262745,1,7,4,4,4,0,0,0,0,0,0,3,11,0
8082,1971,Graduation,Married,25721.0,1,0,21-05-2013,75,98.47,39.485788456186285,97.11,72.66,52.407309138798496,1,1,1,2,7,0,0,0,0,0,0,3,11,1
1386,1967,Graduation,Together,32474.0,1,1,11-05-2014,0,95.94,31.257665643879005,105.84,67.48,59.58495573016354,1,1,0,2,7,0,0,0,0,0,0,3,11,0
9369,1979,2n Cycle,Single,88194.0,0,1,19-03-2014,19,147.04,23.999166317524736,83.66,46.65,41.114810796247774,1,11,10,10,5,1,0,0,1,0,0,3,11,1
4477,1958,Graduation,Together,69096.0,0,1,27-09-2013,4,111.58,40.89575511929678,101.12,68.84,47.687031840410654,1,5,2,10,4,0,0,0,0,0,0,3,11,0
1357,1970,Graduation,Together,74854.0,1,2,08-04-2013,90,164.04,54.37407421939661,154.65,93.94,85.16715118785096,7,2,5,5,5,0,0,0,0,0,0,3,11,0
1402,1954,Master,Married,66991.0,0,0,11-09-2012,1,120.11,46.36613068444425,97.76,70.48,30.54753629193509,3,4,8,6,3,0,0,0,0,0,0,3,11,0
10629,1973,2n Cycle,Married,,1,0,14-09-2012,25,,,,,,3,3,0,3,8,0,0,0,0,0,0,3,11,0
6312,1959,Graduation,Married,65031.0,0,1,17-03-2013,29,140.94,47.50202335412187,103.29,79.23,48.27576128036666,4,10,3,13,7,0,0,0,0,0,0,3,11,0
8132,1975,PhD,Married,60631.0,1,1,05-04-2013,88,152.72,62.48611020555761,144.19,112.91,78.55361424227634,5,9,2,8,7,0,1,0,0,0,0,3,11,0
1050,1952,Graduation,Married,28332.0,0,0,30-04-2014,58,106.51,42.24434278393643,87.58,77.13,31.31746878530485,1,2,1,4,2,0,0,0,0,0,0,3,11,0
5846,1977,Graduation,Divorced,40246.0,1,0,19-12-2012,68,82.46,26.17076934278996,87.95,55.38,41.68941033788111,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1859,1972,Master,Married,75251.0,0,0,27-08-2012,34,141.42,42.71765505195304,106.38,88.2,48.74426501551142,1,7,6,5,5,0,0,0,0,0,0,3,11,1
7503,1976,Graduation,Single,75825.0,0,0,12-10-2012,40,148.82,39.25117660135382,95.82,76.04,38.61563150744951,0,5,8,9,4,1,0,0,0,0,0,3,11,1
10401,1976,2n Cycle,Together,26326.0,0,0,04-09-2013,12,39.07,10.539180328915378,25.64,28.55,22.071592898171023,1,0,0,3,3,0,0,0,0,0,1,3,11,0
1618,1965,Graduation,Together,56046.0,0,0,02-01-2013,9,109.79,34.73243376177032,91.07,75.88,40.16375851789644,2,10,1,8,8,1,0,0,0,0,0,3,11,1
3332,1985,Graduation,Single,29760.0,1,0,29-08-2012,87,129.12,32.218531539759375,95.96,64.31,34.05708367291538,4,3,1,4,8,0,0,0,0,0,0,3,11,0
2261,1969,Graduation,Married,26304.0,1,0,23-06-2013,5,82.52,41.99690997439028,87.9,59.35,39.95085292345576,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5346,1973,2n Cycle,Married,23559.0,1,0,03-07-2013,87,74.83,37.8401323427476,87.51,62.17,37.99698260958994,3,3,0,3,7,0,0,0,0,0,0,3,11,0
4119,1963,Master,Together,38620.0,0,0,11-05-2013,56,97.28,42.310245749358,106.2,74.25,54.63981100672349,1,2,5,3,3,0,0,0,0,0,0,3,11,0
535,1987,Graduation,Divorced,81361.0,0,0,25-02-2014,18,127.17,17.636082174759487,76.53,72.22,35.59379367625453,1,3,10,13,1,0,0,0,0,0,0,3,11,0
5268,1960,Graduation,Married,29440.0,1,1,11-08-2013,95,124.52,51.01417473682033,100.22,79.74,60.24513087685939,2,1,0,4,7,0,0,0,0,0,0,3,11,0
273,1970,Master,Married,36138.0,1,1,16-07-2013,48,118.81,55.44307843227216,133.87,86.42,69.52023853429334,5,3,1,4,7,0,1,0,0,0,0,3,11,0
4452,1957,Graduation,Single,50388.0,0,1,28-05-2014,3,123.68,34.35150369470353,87.31,46.67,38.47325398707663,4,6,1,6,7,0,1,0,1,0,0,3,11,1
8504,1973,Graduation,Married,79593.0,0,0,12-05-2014,70,139.19,46.99404825767031,98.08,83.49,42.14207201634533,1,5,6,7,2,0,0,1,0,0,0,3,11,0
771,1967,Graduation,Together,54178.0,0,1,21-01-2014,79,130.85,47.689957421613,127.26,87.76,49.26099487734341,1,2,2,5,2,0,0,0,0,0,0,3,11,0
8996,1957,PhD,Married,,2,1,19-11-2012,4,,,,,,12,7,2,8,9,0,0,0,0,0,0,3,11,0
9235,1957,Graduation,Single,,1,1,27-05-2014,45,,,,,,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5798,1973,Master,Together,,0,0,23-11-2013,87,,,,,,1,2,4,8,1,0,0,0,0,0,0,3,11,0
11178,1972,Master,Single,42394.0,1,0,23-03-2014,69,139.1,36.190395313828816,101.31,65.2,46.499919420022245,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2230,1970,PhD,Married,23626.0,1,0,24-05-2014,84,105.13,35.99337580861639,104.89,93.34,61.41522554792696,3,3,1,3,5,0,0,0,0,0,0,3,11,0
7516,1983,Graduation,Married,30096.0,1,0,22-05-2014,30,115.78,52.13446122403079,82.71,78.58,49.06667865926431,1,2,0,3,6,0,0,0,0,0,0,3,11,0
7247,1960,Graduation,Widow,47916.0,0,1,22-11-2012,72,146.1,35.80890537870995,112.3,66.1,37.21779247380808,5,7,4,6,6,0,1,0,0,0,0,3,11,0
11100,1972,Graduation,Divorced,51813.0,1,1,11-04-2013,37,112.28,28.584186479002376,87.58,53.4,48.02760126587136,2,2,0,3,7,0,0,0,0,0,0,3,11,0
4646,1951,2n Cycle,Married,78497.0,0,0,01-12-2013,44,115.89,33.1849154273262,88.54,76.94,35.39265186127949,1,5,7,12,2,0,0,0,1,0,0,3,11,0
3037,1983,PhD,Married,50150.0,0,0,20-06-2013,32,126.07,42.32341862507242,104.59,86.26,58.18414816100993,2,5,2,7,5,0,0,0,0,0,0,3,11,0
1473,1960,2n Cycle,Single,47823.0,0,1,23-07-2013,0,81.33,19.18282414412105,68.57,17.45,30.22847381505165,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1016,1959,PhD,Single,34554.0,0,1,30-03-2014,43,138.75,38.2816079531262,115.59,82.52,51.79957116903712,2,2,0,3,6,0,0,0,0,0,0,3,11,0
4518,1979,Graduation,Together,85693.0,0,1,20-04-2013,59,153.79,52.11003426018972,127.68,79.8,52.56793607651215,2,9,5,11,5,0,0,0,0,0,0,3,11,0
9370,1945,PhD,Married,65846.0,0,0,17-05-2013,68,140.92,46.98990748995861,118.18,93.61,54.15932161879481,1,6,3,6,4,0,0,0,0,0,0,3,11,0
8908,1959,Graduation,Married,87195.0,0,0,08-05-2014,35,162.88,51.90823183117617,111.39,90.02,47.23825537268571,1,3,11,5,1,0,0,0,0,0,0,3,11,1
8373,1979,Basic,Together,24594.0,1,0,10-12-2013,94,107.68,39.92020112283248,80.6,64.57,45.49331556577465,1,1,0,3,5,0,0,0,0,0,0,3,11,0
7533,1964,Graduation,Married,49096.0,1,1,24-09-2013,15,121.02,40.78576057794126,113.52,77.42,54.87146044478644,4,4,1,4,7,0,0,0,0,0,0,3,11,0
2683,1969,Graduation,Married,52413.0,0,2,02-02-2013,56,145.17,56.16946130402148,136.55,79.31,61.361144111435294,4,6,4,12,6,0,0,0,0,0,0,3,11,0
3629,1978,Graduation,Single,38557.0,1,0,19-12-2012,17,121.08,39.72511202302761,69.4,50.05,44.34516201261951,2,3,1,3,7,0,0,0,0,0,0,3,11,0
10991,1960,Master,Married,89058.0,0,0,07-12-2012,18,141.42,47.64577543106979,101.25,75.71,42.0423396595399,1,5,4,4,2,0,0,0,0,0,0,3,11,0
5077,1979,Graduation,Together,77298.0,0,1,02-11-2013,46,152.01,47.62594844783551,125.15,95.54,56.503556782130495,1,6,6,11,3,0,0,0,0,0,0,3,11,0
7431,1991,PhD,Single,68126.0,0,0,10-11-2012,40,161.86,42.00072692568828,109.37,78.43,50.78033196819827,1,7,4,5,9,0,1,0,0,0,0,3,11,1
3267,1963,Master,Together,57288.0,0,1,25-06-2014,27,125.3,43.25393032262391,108.94,62.7,48.0313888187795,3,8,1,8,6,0,1,0,0,0,0,3,11,0
999,1991,Graduation,Single,86037.0,0,0,02-01-2013,95,169.73,38.0948513678439,97.16,64.3,36.7065580994954,1,6,7,11,3,0,1,1,0,0,0,3,11,1
9215,1980,PhD,Married,43974.0,1,0,12-12-2012,19,119.54,47.24107318836244,103.51,94.77,64.41764266482353,5,6,4,6,7,0,0,0,0,0,0,3,11,0
2286,1962,Graduation,Single,50785.0,1,1,10-09-2013,27,135.19,39.75196557814367,105.82,61.38,48.10745074610844,2,2,1,3,6,0,0,0,0,0,0,3,11,0
1592,1970,Graduation,Married,90765.0,0,0,24-01-2014,25,147.16,50.37989009038516,96.54,73.82,46.85574493734703,0,4,6,5,1,0,0,1,1,0,0,3,11,0
367,1978,2n Cycle,Married,36550.0,1,0,19-02-2013,74,98.35,32.76470133503058,88.58,75.8,39.70526809350911,5,9,1,5,9,0,0,0,0,0,0,3,11,0
5234,1967,2n Cycle,Together,30753.0,1,1,11-07-2013,85,87.9,32.17080176980128,107.99,70.99,56.48447352779215,2,1,1,3,5,0,0,0,0,0,0,3,11,0
9862,1969,Graduation,Together,21918.0,1,0,14-11-2013,37,92.47,40.67581462326131,84.82,55.29,50.35166379896626,2,2,0,3,6,0,0,0,0,0,0,3,11,0
9805,1953,Master,Together,56129.0,0,1,20-06-2013,65,136.1,47.05336012509927,144.73,83.1,57.70842320996372,4,6,2,10,4,0,0,0,0,0,0,3,11,0
6205,1967,Master,Single,32557.0,1,0,24-02-2014,13,108.96,35.5962731441731,82.43,52.16,41.110887375602886,3,2,1,3,5,0,0,0,0,0,0,3,11,1
8442,1985,Master,Married,19510.0,2,0,04-09-2013,63,116.2,56.38825969024799,111.65,77.52,66.56836516650789,2,1,0,3,7,0,0,0,0,0,0,3,11,0
7386,1976,Graduation,Divorced,30992.0,1,0,22-04-2013,83,88.51,18.668246997864863,67.56,61.62,51.44810016891476,1,1,0,3,7,0,0,0,0,0,0,3,11,0
7215,1983,Graduation,Single,101970.0,0,0,12-03-2013,69,181.81,31.89709769305221,106.28,64.96,38.29204870098876,0,6,8,13,2,0,1,1,1,0,0,3,11,1
1491,1965,2n Cycle,Together,71488.0,0,0,18-02-2013,87,124.2,32.11454803249045,84.53,74.71,38.82257129191503,2,3,4,7,1,0,0,0,0,0,0,3,11,0
11071,1984,Graduation,Single,79607.0,0,0,21-04-2013,37,164.13,39.28940593580072,104.82,62.23,30.14641497841037,1,3,6,6,1,0,0,0,0,0,0,3,11,1
3381,1953,Master,Married,54348.0,1,1,08-06-2014,51,144.01,52.28631900242486,124.27,105.05,60.32275521094556,2,2,0,4,6,0,0,0,0,0,0,3,11,0
8268,1961,PhD,Married,,0,1,11-07-2013,23,,,,,,3,6,1,7,6,0,0,0,0,0,0,3,11,0
11051,1956,PhD,Together,77376.0,1,1,10-05-2014,72,160.07,50.670114024221824,143.98,117.81,81.59773491633892,4,6,3,10,4,0,0,0,0,0,0,3,11,0
8026,1952,Graduation,Married,62998.0,0,1,30-09-2013,10,120.14,45.68021764912196,109.9,82.55,43.8608481174841,5,5,4,5,5,0,0,0,0,0,0,3,11,0
433,1958,Master,Alone,61331.0,1,1,10-03-2013,42,118.11,26.54676779913573,113.75,71.16,55.319783126489575,5,11,1,6,8,0,0,0,0,0,0,3,11,0
9597,1969,Graduation,Married,73448.0,0,0,10-02-2014,10,147.42,45.569636924816976,86.78,73.11,41.58253780426338,1,7,2,9,4,0,0,0,0,0,0,3,11,0
1295,1963,Graduation,Married,,0,1,11-08-2013,96,,,,,,1,6,5,7,4,0,0,0,0,0,0,3,11,0
5290,1964,PhD,Married,41551.0,1,1,14-08-2013,51,134.87,57.25282028229461,123.67,96.94,73.24663388560813,5,5,1,5,8,0,0,0,0,0,0,3,11,0
1685,1967,PhD,Together,62981.0,0,0,17-03-2013,21,130.18,54.3829030568345,96.68,89.77,46.34459995017617,1,4,5,13,3,0,1,0,0,0,0,3,11,0
5342,1976,Basic,Divorced,9548.0,1,0,08-08-2012,31,59.36,15.49009712990131,37.44,25.93,30.910759653051443,2,1,0,3,8,0,0,0,0,0,0,3,11,0
9579,1959,PhD,Married,33762.0,2,1,07-07-2013,61,133.95,49.669005827444174,144.41,106.64,87.05683140880316,3,2,2,2,8,0,0,0,0,0,0,3,11,0
7660,1973,PhD,Alone,35860.0,1,1,19-05-2014,37,96.4,27.230713857513507,99.26,69.63,64.89006782602672,2,1,1,2,5,1,0,0,0,0,0,3,11,1
1461,1965,PhD,Divorced,36921.0,1,1,28-07-2013,74,106.37,38.44714175249231,102.95,67.09,66.15613670899616,2,2,0,3,7,0,0,0,0,0,0,3,11,0
821,1992,Master,Single,92859.0,0,0,19-10-2012,46,162.76,45.32491544603578,110.49,79.42,40.75697094189847,1,5,4,12,2,0,0,0,0,0,0,3,11,0
11084,1976,Master,Together,65104.0,0,1,14-11-2013,4,132.01,51.60207011197483,112.17,78.73,41.154215036155584,2,3,5,7,7,0,0,0,0,0,0,3,11,1
8690,1962,Graduation,Married,86111.0,0,0,19-04-2013,73,169.99,38.94330437493662,100.86,90.34,53.164185444913365,1,5,7,10,2,0,0,0,0,0,0,3,11,0
2937,1974,PhD,Single,68352.0,0,1,28-08-2013,47,160.1,52.03764266859077,116.99,79.17,55.89387050650668,3,8,5,9,6,0,0,0,0,0,0,3,11,0
9701,1988,Graduation,Together,41883.0,1,0,19-03-2013,13,103.37,51.84318352453583,98.51,86.73,51.76239306024463,3,4,2,3,7,0,0,0,0,0,0,3,11,0
9949,1976,Graduation,Married,59809.0,0,2,18-10-2012,36,141.29,55.46179469333003,147.65,81.08,53.41215681522559,3,3,3,6,8,0,0,0,0,0,0,3,11,0
10837,1975,Graduation,Married,23957.0,1,0,28-10-2012,47,103.82,44.03746890128555,91.98,65.4,55.95955261841674,1,2,0,3,6,0,0,0,0,0,0,3,11,1
3120,1981,Graduation,Together,38547.0,1,0,28-08-2013,49,80.77,37.76468590213776,75.9,63.56,44.52664035160684,1,1,0,2,8,0,0,0,0,0,1,3,11,0
5885,1973,2n Cycle,Married,35688.0,2,1,22-08-2012,94,108.24,37.307879034218985,107.24,87.52,67.350697888274,7,4,1,4,8,0,0,0,0,0,0,3,11,0
4050,1966,Master,Married,49605.0,0,0,21-06-2014,65,123.0,43.05242292755042,98.89,73.5,40.08591920781419,1,2,1,4,3,0,0,0,0,0,0,3,11,0
3830,1953,Master,Married,59354.0,0,2,24-04-2014,59,130.97,67.11457729258169,147.44,96.95,70.91792906207598,1,4,4,7,3,0,0,0,0,0,0,3,11,0
7987,1969,Graduation,Married,65747.0,0,1,07-03-2014,96,158.43,50.26846197920868,124.3,86.69,55.88511843918121,4,8,1,6,6,0,1,0,0,0,0,3,11,0
7798,1972,2n Cycle,Together,46344.0,0,1,14-12-2012,28,79.55,33.88701974383004,82.22,49.4,41.12243156441303,4,7,1,5,7,0,0,0,0,0,0,3,11,0
92,1988,Graduation,Alone,34176.0,1,0,12-05-2014,12,74.63,35.921038766198905,47.87,30.24,31.042274196677905,4,3,0,4,6,0,0,0,0,0,0,3,11,0
7055,1952,PhD,Together,61010.0,0,1,09-10-2012,57,140.73,46.687578562207584,145.56,107.34,66.64416203477157,2,8,5,11,5,0,0,0,0,0,0,3,11,0
10240,1949,Graduation,Together,69372.0,0,0,19-02-2013,10,124.24,35.31992000004009,112.01,67.3,30.87604624532495,1,10,4,6,4,0,1,1,0,0,0,3,11,1
3025,1958,Graduation,Single,49967.0,0,1,08-07-2013,4,124.26,37.46683072946414,83.36,53.05,36.5629698407201,3,6,1,5,7,0,0,0,0,0,0,3,11,0
9283,1978,Graduation,Single,60199.0,1,2,12-09-2013,49,164.5,41.06228364528376,149.27,74.41,81.39634465085281,1,0,0,3,4,0,0,0,0,0,0,3,11,0
